LABEL,Haplogroup,PC1,PC2
A. torrentium - SB,SB,6.693364937903514,5.638452467190573
A. torrentium - CSE,CSE,-0.5154275099871234,0.9105133788160173
A. torrentium - CSE,CSE,7.325925108185858,-8.016109129326335
A. torrentium - CSE,CSE,-2.655420684972546,0.05940765591861486
A. torrentium - CSE,CSE,1.4591608140305388,0.0541077406380244
A. torrentium - CSE,CSE,-0.13939982068059303,2.8122893370086985
A. torrentium - CSE,CSE,7.801355118732947,0.7313866068312533
A. torrentium - CSE,CSE,-1.406264872659175,1.5431816130687268
A. torrentium - SB,SB,4.858761708899253,5.358424032779671
A. torrentium - SB,SB,0.7098998404760976,3.2094202152859386
A. torrentium - SB,SB,-2.4262037018870353,3.963261856935442
A. torrentium - SB,SB,-3.030066337786342,3.849332277537675
A. torrentium - SB,SB,3.914474176467938,7.572489678004951
A. torrentium - SB,SB,12.470418916246524,11.740722023869173
A. torrentium - SB,SB,5.4507432300535,5.535504578152947
A. torrentium - SB,SB,6.468514667285281,8.887255881826484
A. torrentium - SB,SB,8.227040683713026,10.87037833741654
A. torrentium - SB,SB,6.528692489701466,-1.678254911860988
A. torrentium - SB,SB,11.97559164023809,8.396058105790695
A. torrentium - SB,SB,11.403772500065468,7.926827828110602
A. torrentium - SB,SB,9.916193780379905,5.906374531332817
A. torrentium - SB,SB,8.648606723974453,10.688264169471502
A. torrentium - SB,SB,10.404618626426625,6.729454929248598
A. torrentium - SB,SB,12.485457377565355,-4.818680115136855
A. torrentium - SB,SB,6.2326065625920535,6.498177527089526
A. torrentium - SB,SB,13.843720726582278,7.2389339754507445
A. torrentium - CSE,CSE,-7.637752789665572,-2.339834859611794
A. torrentium - CSE,CSE,2.7489175232476684,2.6320544859962896
A. torrentium - CSE,CSE,-8.595754529081617,8.130944294691695
A. torrentium - SB,SB,9.324409577728256,12.05285441608849
A. torrentium - SB,SB,2.1144688504426883,8.61747052330446
A. torrentium - SB,SB,-14.526832930174471,10.66704506731796
A. torrentium - SB,SB,3.58753258619528,9.357095238790716
A. torrentium - SB,SB,2.000245572198227,13.724969966184503
A. torrentium - SB,SB,4.457603558697244,6.88890924225451
A. torrentium - SB,SB,6.772861910535367,-0.26121375055222584
A. torrentium - SB,SB,-5.081501538211174,11.43659459967251
A. torrentium - SB,SB,0.4008889757447644,12.721142770873028
A. torrentium - SB,SB,-11.16259959755685,9.331763018871806
A. torrentium - SB,SB,7.909334861376285,6.597876874919731
A. torrentium - SB,SB,-0.29191842681689784,7.6190964268668235
A. torrentium - SB,SB,3.7778623927493236,-2.960158020578479
A. torrentium - SB,SB,-1.3670166845480867,6.04392400112619
A. torrentium - SB,SB,-3.1774760295645925,5.053348891937795
A. torrentium - SB,SB,-9.651316949874616,1.6345429418247837
A. torrentium - SB,SB,0.555301524645433,7.016935959583864
A. torrentium - SB,SB,-14.208856145128482,2.4188063673038225
A. torrentium - CSE,CSE,1.085437187788611,3.3285723679632317
A. torrentium - SB,SB,-12.026681008707092,2.73700483859497
A. torrentium - CSE,CSE,-6.578845592165785,-1.1069472031360046
A. torrentium - SB,SB,2.1909148266585645,6.6157154056566405
A. torrentium - CSE,CSE,-3.9410496608689485,-1.549385722069067
A. torrentium - CSE,CSE,1.8228272780833907,-5.4461949905622005
A. torrentium - SB,SB,7.847402556475644,-2.3181584882399733
A. torrentium - SB,SB,5.410905959164853,4.740926907569962
A. torrentium - CSE,CSE,-6.822952793167951,4.845893231626617
A. torrentium - SB,SB,6.016889421785659,-9.115777898656006
A. torrentium - SB,SB,7.037851363516711,6.33152496001206
A. torrentium - SB,SB,-5.482667206279012,11.33761281317765
A. torrentium - SB,SB,-0.9921751502828032,3.3865979088687985
A. torrentium - SB,SB,20.446224343040736,5.7742298068812925
A. torrentium - SB,SB,-1.5676094941300074,8.978198982737915
A. torrentium - SB,SB,6.093625192555503,-4.552636719486347
A. torrentium - SB,SB,1.0084439914043952,-0.545140704413444
A. torrentium - CSE,CSE,10.29972533842456,-3.625388661788038
A. torrentium - SB,SB,1.6373012988893745,6.583681503412807
A. torrentium - SB,SB,12.225614386893813,-0.6543913399620919
A. torrentium - CSE,CSE,-11.067218468121256,-2.277108264692117
A. torrentium - SB,SB,1.9766129963031214,-2.565616770125302
A. torrentium - CSE,CSE,1.3278574484676626,2.5616924000042296
A. torrentium - CSE,CSE,-9.138350812294217,1.137811732563466
A. torrentium - CSE,CSE,-7.182141199958779,7.9775681867549295
A. torrentium - CSE,CSE,-7.182418979879494,5.64634792517496
A. torrentium - SB,SB,3.498905331289493,0.27957296507936635
A. torrentium - SB,SB,1.8601368642926899,-0.9014731933893965
A. torrentium - CSE,CSE,1.933541608783499,4.999857983402538
A. torrentium - SB,SB,9.859031208649869,12.49556555753362
A. torrentium - SB,SB,4.718545353236403,8.88441725733279
A. torrentium - SB,SB,4.220769496656184,-2.8218418586961524
A. torrentium - CSE,CSE,-2.320079244495024,4.293199351394506
A. torrentium - CSE,CSE,-7.056593687002594,2.2534078904908212
A. torrentium - SB,SB,2.192357629463582,8.008992803495586
A. torrentium - SB,SB,5.968327094614445,9.47414983022885
A. torrentium - SB,SB,-2.843434360097636,0.9144570239232953
A. torrentium - SB,SB,-4.852155331602264,7.936961159309682
A. torrentium - SB,SB,-6.5081157643943595,9.913395632220798
A. torrentium - CSE,CSE,-15.031531969625512,-0.6636321596206244
A. torrentium - CSE,CSE,-3.7550640104029656,-2.331375989696264
A. bihariensis,AUB,-0.12295825133586487,10.684140104330778
A. bihariensis,AUB,-0.8428534174659562,-2.574348660338866
A. bihariensis,AUB,4.356503596469821,2.6133455381307917
A. torrentium - SB,SB,-0.9323373300339795,0.16235238504534738
A. torrentium - SB,SB,-7.01404138154966,-1.8488082845031795
A. torrentium - SB,SB,6.846945741414632,-6.94942369989232
A. torrentium - SB,SB,-7.1593210888166805,-1.7515554349241933
A. torrentium - SB,SB,-13.698752137466894,6.23341790943674
